"","","","","","","","","","","","","","","","","","","","習慣化","楽しく勉強","兄弟姉妹","ベビークモン","先生に感謝","本が好き","プリント","計算力UP","やっててよかった","自主的","やる気","友だち","集中力UP","TOEFL","自信がつく","試験に役立つ","自分のペース","基礎力","無料体験学習","リスニング","英検","スポーツと両立","読解力","歌が好きに","仕事に役立つ","考える力","コミュニケーション","留学","音読","E-pencil","医師","ネイティブ","理系大学","志望校合格","暗算","経営者（経営学）","就職"
"332","-","くもんをやってて、毎日机に向かって宿題をするのが当たり前で、いい習慣づけができています。今では、姉弟でくもんtimeを作り2人で仲良くやってくれていて、助かります。","/assets/images/photo_cp/data2/modalB_32.jpg","/assets/images/photo_cp/data2/thumbB_32.jpg","-","みき&しゅん さん","-","","","","","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333","-","大人になって好きな事が出来るように、今から公文を頑張るんだよ！毎日偉いぞ！","/assets/images/photo_cp/data2/modalB_33.jpg","/assets/images/photo_cp/data2/thumbB_33.jpg","-","まりっつ さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"334","-","毎朝、学校行く前に公文の宿題をやっています。眠い～やりたくないって文句を言いながらも、毎日頑張ってやっています。自ら進んで机に向かってくれる時は、嬉しい気持ちになります♪","/assets/images/photo_cp/data2/modalB_34.jpg","/assets/images/photo_cp/data2/thumbB_34.jpg","-","nonrara さん","-","","","","","","","","","","","","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335","-","我が家の公文タイム✨短い時間で集中してがんばってます","/assets/images/photo_cp/data2/modalB_35.jpg","/assets/images/photo_cp/data2/thumbB_35.jpg","-","リッキー&ルイージ さん","-","","","","","","","","","","","","〇","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","",""
"336","-","くもんでひらがなをはじめた頃、お姉ちゃんによく教えてもらっていました。姉弟でくもん頑張っています。","/assets/images/photo_cp/data2/modalB_36.jpg","/assets/images/photo_cp/data2/thumbB_36.jpg","-","れなみずはるママ さん","-","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337","-","10年通った公文。息子にも通わせたいなと2歳から公文に。自分から頑張るって決めた公文、いろんな壁にぶつかる事もあると思うけどその壁を乗り越えて頑張れ。","/assets/images/photo_cp/data2/modalC_1.jpg","/assets/images/photo_cp/data2/thumbC_1.jpg","-","ドナルドダック さん","-","〇","","","","","","","〇","","","","","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","-","絵本を自分で開くのが大好き。お兄ちゃん＆お姉ちゃん目指してがんばれ！","/assets/images/photo_cp/data2/modalC_2.jpg","/assets/images/photo_cp/data2/thumbC_2.jpg","-","ちょちのん さん","-","〇","","","","","","","","","","","","","〇","〇","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339","-","ひとりで学習できるようになった2才の息子。後ろ姿がたくましくみえます。","/assets/images/photo_cp/data3/modalA_1.jpg","/assets/images/photo_cp/data3/thumbA_1.jpg","-","幸 さん","-","〇","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","-","公文のお陰でお歌や絵本が大好きになりました。","/assets/images/photo_cp/data3/modalA_2.jpg","/assets/images/photo_cp/data3/thumbA_2.jpg","-","Mrs.e さん","-","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","",""
"341","-","雪の日でも元気に通ってます。2人一緒だから、公文がますます楽しいね！公文歴11年のお母さんも、たくさん2人を応援するよ♡♡♡","/assets/images/photo_cp/data3/modalA_3.jpg","/assets/images/photo_cp/data3/thumbA_3.jpg","-","ミッフィ さん","-","","","","","","","","","","","","","〇","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342","-","『お母さんただいま！今日はくもんの日だよね！』学校から帰ってくると嬉しそうにランドセルからくもんの鞄へチェンジ。早く解ける力は、息子の自信にも繋がっているように思います！","/assets/images/photo_cp/data3/modalA_4.jpg","/assets/images/photo_cp/data3/thumbA_4.jpg","-","☆JINmama★ さん","-","","","","","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","",""
"343","-","3人が一つのテーブルで宿題を始めると2歳の息子も負けまいと頑張るんです！そんな姿を見てると私も嬉しくなっちゃいます。笑 ‼","/assets/images/photo_cp/data3/modalA_5.jpg","/assets/images/photo_cp/data3/thumbA_5.jpg","-","川副 さん","-","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","-","姉妹で仲良く通っています(^^)いえでも仲良く宿題もします。","/assets/images/photo_cp/data3/modalA_6.jpg","/assets/images/photo_cp/data3/thumbA_6.jpg","-","すぬく さん","-","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345","-","「日が暮れちゃったけど楽しみな公文に行ってきます！」「弟に付き添い習った英語ですが、マイペースで学習できることと日常の会話に英語を使えるようになったことが良かったです」「公文に行くのが今の楽しみ。そんな姿を見るのがまた親の楽しみでもあります。少しずつでも着実に身に付けていける公文、習って良かったね！」","/assets/images/photo_cp/data3/modalA_7.jpg","/assets/images/photo_cp/data3/thumbA_7.jpg","-","なみなみ さん","-","","","","","","","","","","〇","","","","〇","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","",""
"346","-","パパと肩車で公文に行くのを楽しみにしてる息子。 いつか君も子供を肩車して公文連れて行ってあげてね♡","/assets/images/photo_cp/data3/modalA_8.jpg","/assets/images/photo_cp/data3/thumbA_8.jpg","-","まつしん さん","-","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347","-","お姉ちゃんは年小からはじめて、小学1年になりました。先生に励ましてもらったりアドバイスもらって、毎日がんばりました。おかげで小学校でも余裕をもって授業を受けれるので、楽しんで小学校生活を送れています。今では学校のお友達と一緒に通って楽しみながら、ますます目標に向かって気合十分！弟も始めて3カ月。お姉ちゃんみたいにがんばるぞ！と、毎日プリントをがんばっています。","/assets/images/photo_cp/data3/modalA_9.jpg","/assets/images/photo_cp/data3/thumbA_9.jpg","-","かすみとえいとママ さん","-","","","〇","〇","","","","","","","","〇","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","",""
"348","-","１年前に使っていたバックを背負ってみたら、こんなに小さくてびっくり！この扉から「おわったぁ~」と達成感のにこにこ笑顔で帰ってくる息子をママはいつも楽しみに待っています。そして、「抱っこ」と甘える4歳さん。大きくなる息子の抱っこはそろそろ重いけれど、車までの数十歩は息子と私の大切な幸せな時間です。","/assets/images/photo_cp/data3/modalA_10.jpg","/assets/images/photo_cp/data3/thumbA_10.jpg","-","たっくんママ さん","-","","〇","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"349","-","いつも楽しんで行ってくれて、ありがとう！！目に見える成長とても嬉しいです♪これからもがんばってね☆★","/assets/images/photo_cp/data3/modalA_11.jpg","/assets/images/photo_cp/data3/thumbA_11.jpg","-","まおこなちゃん さん","-","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350","-","沖縄生まれの息子にとっての初雪の日❄私は行くかためらいましたが、「公文いくもん」と張り切り、頑張ってきました","/assets/images/photo_cp/data3/modalA_12.jpg","/assets/images/photo_cp/data3/thumbA_12.jpg","-","あーやー さん","-","","","","","","","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","",""
"351","-","仲良し兄弟。公文のプリントも毎日頑張ってえらいね！","/assets/images/photo_cp/data3/modalA_13.jpg","/assets/images/photo_cp/data3/thumbA_13.jpg","-","としくんみちくん母 さん","-","","","","","","","","","","","","","","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
